,SEC_INT,P1,P2$01,P4,DEPTO_MUNI,P7_NO_PERNOC,P7_SI_PERNOC,P9_#EXCURSION,DEP_MUN_LUG,P11_MOTIVO_EXCURSION,P13_GASTO_EXCURSION,P14_#PER_EXCURSION,P16_#EXCUR_CONPERNOC,SUMA_PUNTOS,EDAD,PROFESION,OCUPACION,GENERO,VIA_VIAJE,P18_#NOCHES1,P19_#PERSON1,P20_MOTIVO_1,P21_ALOJ_1,P22_PER_GAS_1,P24_VIAJE_ORG,P26_TRASPORTE,P27_DG_SUMA,P17_DESTINO1
1330,17140023,Si,Semana Santa,"Sí, es de familiares o amigos",ALTA VERAPAZ_CARCHA,3.0,4.0,4.0,PETEN_FLORES_LAGO PETEN ITZA,"Ocio, recreo y/o vacaciones",2000.0,7.0,1.0,13,34,ESTILISTA,ESTELISTA,Femenino,Sí,2.0,6.0,"Ocio, recreo y/o vacaciones",Hotel o similares,7.0,Por su cuenta,Vehículo,7800.0,SOLOLA_PANAJACHEL_PANAJACHEL
1331,17140023,Si,Semana Santa,"Sí, es de familiares o amigos",ALTA VERAPAZ_CARCHA,3.0,4.0,4.0,PETEN_FLORES_LAGO PETEN ITZA,"Ocio, recreo y/o vacaciones",2000.0,7.0,1.0,13,34,ESTILISTA,ESTELISTA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1333,17140023,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,10.0,10.0,PETEN_SAN FRANCISCO_VISITA FAMILIAR,Visita a familiares y amigos,150.0,5.0,1.0,11,62,AMA DE CASA,OFICIOS DOMESTICOS,Femenino,Sí,2.0,4.0,Tratamientos de salud,Casa de amigos o familiares,4.0,Por su cuenta,Vehículo,5500.0,GUATEMALA_GUATEMALA_VISITA MEDICA
1334,17140023,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,10.0,10.0,PETEN_SAN FRANCISCO_VISITA FAMILIAR,Visita a familiares y amigos,150.0,5.0,1.0,11,62,AMA DE CASA,OFICIOS DOMESTICOS,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1336,17140023,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,10.0,1.0,PETEN_SANTA ELENA_CHECHENAL PLAYA ECOLOGICO,"Ocio, recreo y/o vacaciones",300.0,7.0,1.0,7,52,AMA DE CASA,AMA DE CASA,Femenino,Sí,2.0,2.0,Visita a familiares y/o amigos,Casa de amigos o familiares,5.0,Por su cuenta,Vehículo,1050.0,ALTA VERAPAZ_COBAN_PUEBLO
1337,17140023,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,1.0,1.0,PETEN_SANTA ELENA_CHECHENAL PLAYA ECOLOGICO,"Ocio, recreo y/o vacaciones",300.0,7.0,1.0,7,52,AMA DE CASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1339,17140023,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,13,35,CONSERGE,CONSERGE,Masculino,Sí,5.0,5.0,Visita a familiares y/o amigos,Casa de amigos o familiares,5.0,Por su cuenta,Bus regional,450.0,PETEN_FLORES_TIKAL
1340,17140023,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,13,35,CONSERGE,CONSERGE,Masculino,Sí,2.0,3.0,Visita a familiares y/o amigos,Casa de amigos o familiares,3.0,Por su cuenta,Bus regional,350.0,ALTA VERAPAZ_FRAY BARTOLOME_CUMPLEA!OS
1341,17140023,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,4.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,13,35,CONSERGE,CONSERGE,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1342,10030015,Si,Carnaval,No dispone de segunda vivienda,NINGUNO,3.0,6.0,5.0,GUATEMALA_GUATEMALA_CENTRO COMERCIAL,"Ocio, recreo y/o vacaciones",600.0,2.0,1.0,15,30,ELECTRICISTA,COMERCIANTE,Masculino,Sí,2.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,3500.0,SANTA ROSA_TAXISCO_MONTERRICO
1343,10030015,Si,Carnaval,No dispone de segunda vivienda,NINGUNO,3.0,3.0,5.0,GUATEMALA_GUATEMALA_CENTRO COMERCIAL,"Ocio, recreo y/o vacaciones",600.0,2.0,1.0,15,30,ELECTRICISTA,COMERCIANTE,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1345,10030015,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,6.0,1.0,TOTONICAPAN_SAN FRANCISCO EL ALTO TOTONICAPAN_CONOCER EL LUGAR,"Ocio, recreo y/o vacaciones",75.0,1.0,1.0,5,39,ELECTRICISTA,ELECTRICISTA,Masculino,Sí,1.0,1.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,1.0,Por su cuenta,Bus regional,175.0,COBAN_CARCHA_CENTRO HISTORICO
1346,10030015,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,4.0,1.0,TOTONICAPAN_SAN FRANCISCO EL ALTO TOTONICAPAN_CONOCER EL LUGAR,"Ocio, recreo y/o vacaciones",75.0,1.0,1.0,5,39,ELECTRICISTA,ELECTRICISTA,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1348,10030015,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,12.0,1.0,SUCHITEPEQUEZ_MAZATENANGO_MAZATENANGO,Otros,300.0,5.0,1.0,6,52,DOMESTICA,DOMESTICA,Femenino,Sí,1.0,1.0,"Ocio, recreo y/o vacaciones",Hotel o similares,1.0,No organizó,Bus regional,200.0,SOLOLA_PANAJACHEL_LAGO DE ATITLAN
1349,10030015,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,SUCHITEPEQUEZ_MAZATENANGO_MAZATENANGO,Otros,300.0,5.0,1.0,6,52,DOMESTICA,DOMESTICA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1351,10030015,Si,Paseo / excursión,"Sí, es de su propiedad",ZACAPA_GUALAN,3.0,1.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_IGLESIA DEL HERMANO PEDRO,Religión y peregrinación,100.0,1.0,1.0,12,18,SEXTO DIVERSIFICADO,ESTUDIANTE,Masculino,Sí,3.0,6.0,Religión y peregrinación,Hotel o similares,6.0,Por su cuenta,Bus regional,0.0,CHIQUIMULA_ESQUIPULAS_PIEDRA LOS COMPADRES
1352,10030015,Si,Paseo / excursión,"Sí, es de su propiedad",ZACAPA_GUALAN,3.0,1.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_IGLESIA DEL HERMANO PEDRO,Religión y peregrinación,100.0,1.0,1.0,12,18,SEXTO DIVERSIFICADO,ESTUDIANTE,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1354,10030015,Si,Noche buena (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,10.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,10,23,CULTORA DE BELLEZA,AMA DE CASA,Femenino,Sí,4.0,3.0,Visita a familiares y/o amigos,Casa de amigos o familiares,3.0,Por su cuenta,Vehículo,1100.0,GUATEMALA_GUATEMALA_CAYALA
1355,10030015,Si,Noche buena (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,10,23,CULTORA DE BELLEZA,AMA DE CASA,Femenino,Sí,4.0,3.0,Visita a familiares y/o amigos,Casa de amigos o familiares,3.0,Por su cuenta,Vehículo,1100.0,GUATEMALA_GUATEMALA_GUATEMALA
1356,10030015,Si,Noche buena (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,10,23,CULTORA DE BELLEZA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1357,23040021,Si,Noche buena (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,8.0,3.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,14,69,SECRETARIA,AMA DE CASA,Femenino,Sí,1.0,4.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,4.0,No organizó,Vehículo,600.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA
1358,23040021,Si,Noche buena (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,12.0,3.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,14,69,SECRETARIA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1360,23040021,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,12.0,3.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",1000.0,4.0,1.0,15,35,LICENCIADO EN ADMINISTRACION,CAPACITADOR,Masculino,Sí,1.0,2.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,2.0,Por su cuenta,Vehículo,800.0,SOLOLA_PANAJACHEL_LAGO DE ATITLAN
1361,23040021,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,0.0,3.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",1000.0,4.0,1.0,15,35,LICENCIADO EN ADMINISTRACION,CAPACITADOR,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1363,23040021,Si,Año nuevo (año 2017),"Sí, es de familiares o amigos",ESCUINTLA_IZATAPA,3.0,4.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_EL TENEDOR,"Ocio, recreo y/o vacaciones",300.0,2.0,2.0,9,81,PRIMARIA COMPLETA,ESCRITOR,Masculino,Sí,1.0,2.0,"Ocio, recreo y/o vacaciones",Hotel o similares,2.0,Reserva individual,Vehículo,700.0,QUICHE_JOYABAJ_QUEBRADA HONDA
1364,23040021,Si,Año nuevo (año 2017),"Sí, es de familiares o amigos",ESCUINTLA_IZATAPA,3.0,4.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_EL TENEDOR,"Ocio, recreo y/o vacaciones",300.0,2.0,2.0,9,81,PRIMARIA COMPLETA,ESCRITOR,Masculino,Sí,2.0,2.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,2.0,Por su cuenta,Vehículo,600.0,QUICHE_JOYABAJ_JOYABAJ
1365,23040021,Si,Año nuevo (año 2017),"Sí, es de familiares o amigos",ESCUINTLA_IZATAPA,3.0,4.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_EL TENEDOR,"Ocio, recreo y/o vacaciones",300.0,2.0,2.0,9,81,PRIMARIA COMPLETA,ESCRITOR,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1366,23040021,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,2.0,4.0,GUATEMALA_SAN MIGUEL PETAPA_SAN MIGUEL PETAPA,"Ocio, recreo y/o vacaciones",240.0,5.0,1.0,16,52,PERITO CONTADOR,SUPERVISOR DE LINEA DE PRODUCCION,Masculino,Sí,1.0,5.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,5.0,Por su cuenta,Vehículo,800.0,BAJA VERAPAZ_BALANYA_POZA VERDE
1367,23040021,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,1.0,4.0,GUATEMALA_SAN MIGUEL PETAPA_SAN MIGUEL PETAPA,"Ocio, recreo y/o vacaciones",240.0,5.0,1.0,16,52,PERITO CONTADOR,SUPERVISOR DE LINEA DE PRODUCCION,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1369,23040021,Si,Semana Santa,"Sí, es de familiares o amigos",ESCUINTLA_SAN JOSE,2.0,1.0,2.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA,"Ocio, recreo y/o vacaciones",500.0,2.0,1.0,8,22,BACHILLER,ESTUDIANTE,Femenino,Sí,1.0,3.0,Religión y peregrinación,Hotel o similares,3.0,No organizó,Bus regional,1300.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA
1370,23040021,Si,Semana Santa,"Sí, es de familiares o amigos",ESCUINTLA_SAN JOSE,2.0,1.0,2.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA,"Ocio, recreo y/o vacaciones",500.0,2.0,1.0,8,22,BACHILLER,ESTUDIANTE,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1372,23040021,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,4.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,9,50,SECUNDARIA,ATENCION AL CLIENTE,Femenino,Sí,2.0,1.0,"Ocio, recreo y/o vacaciones",Hotel o similares,1.0,Por su cuenta,Bus regional,630.0,RETALHULEU_SANTA CRUZ_XETULUL
1373,23040021,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,5.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,9,50,SECUNDARIA,ATENCION AL CLIENTE,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1375,23040021,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,2.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,11,23,TERCERO BASICO,AMA DE CASA,Femenino,Sí,1.0,1.0,Tratamientos de salud,Hotel o similares,1.0,No organizó,Bus turístico,100.0,SAN MARCOS_SAN MARCOS_SAN MARCOS
1376,23040021,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,10.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,11,23,TERCERO BASICO,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1378,3130013,Si,Día de Esquipulas,No dispone de segunda vivienda,NINGUNO,3.0,10.0,1.0,MAZATENANGO_MAZATENANGO_CARNAVAL,"Ocio, recreo y/o vacaciones",1000.0,5.0,2.0,6,31,ESTUDIANTE,AMA DE CASA,Femenino,Sí,2.0,2.0,Religión y peregrinación,Casa de amigos o familiares,2.0,Por su cuenta,Bus regional,720.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1379,3130013,Si,Día de Esquipulas,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,MAZATENANGO_MAZATENANGO_CARNAVAL,"Ocio, recreo y/o vacaciones",1000.0,5.0,2.0,6,31,ESTUDIANTE,AMA DE CASA,Femenino,Sí,2.0,7.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,7.0,Por su cuenta,Vehículo,1200.0,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
1380,3130013,Si,Día de Esquipulas,No dispone de segunda vivienda,NINGUNO,3.0,10.0,1.0,MAZATENANGO_MAZATENANGO_CARNAVAL,"Ocio, recreo y/o vacaciones",1000.0,5.0,2.0,6,31,ESTUDIANTE,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1381,3130013,Si,Año nuevo (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,10.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,6,57,3RO PRIMARIA,OPERADOR DE COMPUTO,Masculino,Sí,1.0,2.0,Visita a familiares y/o amigos,Casa de amigos o familiares,46.0,Por su cuenta,Motocicleta,50.0,ESCUINTLA_ESCUINTLA_ESCUINTLA
1382,3130013,Si,Año nuevo (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,6.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,6,57,3RO PRIMARIA,OPERADOR DE COMPUTO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1384,3130013,Si,Otros,No dispone de segunda vivienda,NINGUNO,3.0,12.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,5,48,ALBA!IL,CAMPESINO,Masculino,Sí,1.0,1.0,Religión y peregrinación,Hotel o similares,1.0,Por su cuenta,Bus turístico,540.0,CHIQUIMULA_CHIQUIMULA_ESQUIPULAS
1385,3130013,Si,Otros,No dispone de segunda vivienda,NINGUNO,3.0,4.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,5,48,ALBA!IL,CAMPESINO,Masculino,Sí,1.0,1.0,"Ocio, recreo y/o vacaciones",Hotel o similares,1.0,Por su cuenta,Bus turístico,295.0,SOLOLÁ_SOLOLA_PANAJACHE!
1386,3130013,Si,Otros,No dispone de segunda vivienda,NINGUNO,3.0,3.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,5,48,ALBA!IL,CAMPESINO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1387,3130022,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,0.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,11,19,BACHILLER EN TURISMO Y HOTELERIA,VENDEDORA,Femenino,Sí,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,2600.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1388,3130022,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,11,19,BACHILLER EN TURISMO Y HOTELERIA,VENDEDORA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1390,3130022,Si,Día de trabajo,"Sí, es de familiares o amigos",GUATEMALA_GUATEMALA,8.0,0.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,6,25,AMA DE CASA,AMA DE CASA,Femenino,Sí,1.0,1.0,Religión y peregrinación,Vivienda en propiedad,1.0,No organizó,Bus turístico,0.0,JUTUAPA_JUTIAPA_CASA DE RETIRO
1391,3130022,Si,Día de trabajo,"Sí, es de familiares o amigos",GUATEMALA_GUATEMALA,8.0,0.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,6,25,AMA DE CASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1393,3130022,Si,Paseo / excursión,"Sí, es de familiares o amigos",CHIMALTENANGO_YEPOCAPA IT,3.0,2.0,1.0,SOLOLÁ_SOLOLA_PANAJACHEL,"Ocio, recreo y/o vacaciones",300.0,1.0,1.0,8,29,COMERCIANTE,COMERCIANTE,Masculino,Sí,1.0,6.0,Religión y peregrinación,Hotel o similares,6.0,Por su cuenta,Bus turístico,1800.0,CHIQUIMULA_ESQUIPULAS_ESQUIPULAS
1394,3130022,Si,Paseo / excursión,"Sí, es de familiares o amigos",CHIMALTENANGO_YEPOCAPA IT,3.0,2.0,1.0,SOLOLÁ_SOLOLA_PANAJACHEL,"Ocio, recreo y/o vacaciones",300.0,1.0,1.0,8,29,COMERCIANTE,COMERCIANTE,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1396,5080164,Si,Noche buena (año 2017),"Sí, es de familiares o amigos",ESCUINTLA_SIPACATE,3.0,1.0,3.0,ESCUINTLA_ESCUINTLA_ESCUINTLA,Visita a familiares y amigos,200.0,1.0,1.0,13,43,3RO. PRIMARIA,AMA DE CASA,Femenino,Sí,5.0,4.0,Visita a familiares y/o amigos,Casa de amigos o familiares,4.0,Por su cuenta,Bus regional,510.0,GUATEMALA_VILLA NUEVA_VILLA NUEVA
1397,5080164,Si,Noche buena (año 2017),"Sí, es de familiares o amigos",ESCUINTLA_SIPACATE,3.0,1.0,3.0,ESCUINTLA_ESCUINTLA_ESCUINTLA,Visita a familiares y amigos,200.0,1.0,1.0,13,43,3RO. PRIMARIA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1399,5080164,Si,Día de los santos (año 2017),"Sí, es de familiares o amigos",SACATEPEQUEZ_SAN MIGUEL DUE!AS,3.0,5.0,3.0,GUATEMALA_GUATEMALA_MERCADO CENTRAL,Otros,400.0,2.0,1.0,9,46,LICENCIATURA EN ADMINISTRACION EDUCATIVA,MAESTRA DE EDUCACION PRIMARIA,Femenino,Sí,3.0,2.0,Religión y peregrinación,Hotel o similares,2.0,Por su cuenta,Vehículo,2800.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1400,5080164,Si,Día de los santos (año 2017),"Sí, es de familiares o amigos",SACATEPEQUEZ_SAN MIGUEL DUE!AS,3.0,5.0,3.0,GUATEMALA_GUATEMALA_MERCADO CENTRAL,Otros,400.0,2.0,1.0,9,46,LICENCIATURA EN ADMINISTRACION EDUCATIVA,MAESTRA DE EDUCACION PRIMARIA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1402,5080164,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,ESCUINTLA_SIPACATE_PLAYA,"Ocio, recreo y/o vacaciones",600.0,6.0,1.0,8,52,PRIMARIA INCOMPLETA,AMA DE CASA,Femenino,Sí,4.0,5.0,Religión y peregrinación,Hotel o similares,5.0,Por su cuenta,Bus turístico,5250.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1403,5080164,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,ESCUINTLA_SIPACATE_PLAYA,"Ocio, recreo y/o vacaciones",600.0,6.0,1.0,8,52,PRIMARIA INCOMPLETA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1405,5140011,Si,Paseo / excursión,"Sí, es de su propiedad",ESCUINLTA_TIQUISATE,3.0,7.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA,"Ocio, recreo y/o vacaciones",500.0,1.0,2.0,11,58,PERITO EN ADMINISTRACION PUBLICA,SERVICIO PUBLICO,Masculino,Sí,2.0,2.0,Visita a familiares y/o amigos,Casa de amigos o familiares,2.0,Por su cuenta,Vehículo,550.0,CHIMALTENANGO_CHIMALTENANGO_CHIMALTENANGO
1406,5140011,Si,Paseo / excursión,"Sí, es de su propiedad",ESCUINLTA_TIQUISATE,3.0,8.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA,"Ocio, recreo y/o vacaciones",500.0,1.0,2.0,11,58,PERITO EN ADMINISTRACION PUBLICA,SERVICIO PUBLICO,Masculino,Sí,1.0,2.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,2.0,Por su cuenta,Bus regional,280.0,QUETZALTENANGO_QUETZALTENANGO_XELA
1407,5140011,Si,Paseo / excursión,"Sí, es de su propiedad",ESCUINLTA_TIQUISATE,3.0,10.0,1.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA,"Ocio, recreo y/o vacaciones",500.0,1.0,2.0,11,58,PERITO EN ADMINISTRACION PUBLICA,SERVICIO PUBLICO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
1408,5140011,Si,Paseo / excursión,"Sí, es de su propiedad","GUATEMALA_GUATEMALA, ZONA 19",3.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,4,54,PRIMARIA,ALBA!IL,Masculino,Sí,6.0,1.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,1.0,Por su cuenta,Bus regional,2400.0,PETEN_SAYAXCHE_RIO PASION
1409,5140011,Si,Paseo / excursión,"Sí, es de su propiedad","GUATEMALA_GUATEMALA, ZONA 19",3.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,4,54,PRIMARIA,ALBA!IL,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
